bioID,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race
biniojo01,Joe,Joe,,Binion,,,,,F,0,0,80,225,North Carolina A&T,,26-03-61,Rochester,NY,USA,Madison,Rochester,NY,USA,0000-00-00,B
birdje01,Jerry,Jerry,Lee,Bird,,,,,F,0,0,78,200,Kentucky,,02-02-35,Corbin,KY,USA,Corbin,Corbin,KY,USA,0000-00-00,W
birdla01,Larry,Larry,Joe,Bird,,,,,F-G,0,0,81,220,Indiana State,Indiana/Northwood Institute,07-12-56,West Baden,IN,USA,Springs Valley,French Lick,IN,USA,0000-00-00,W
birdsot01,Otis,Otis,Lee,Birdsong,,,,Bird,G,0,0,75,190,Houston,,09-12-55,Winter Haven,FL,USA,Winter Haven,Winter Haven,FL,USA,0000-00-00,B
blabuw01,Uwe,Uwe,Konstantine,Blab,,,,,C,0,0,85,250,Indiana,,26-03-62,Munich,,GER,Effingham,Effingham,IL,USA,0000-00-00,W
blackco01,Cory,Cory,,Blackwell,,,,,F,0,0,78,210,Wisconsin,,27-03-63,Chicago,IL,USA,Crane Tech,Chicago,IL,USA,0000-00-00,B
blackja01,James,James,,Blackwell,,,,,G,0,0,72,190,Dartmouth,,25-02-68,Mount Kisco,NY,USA,Fox Lane / Deerfield Academy,Bedford / Deerfield,NY / MA,USA,0000-00-00,B
blackno01,Norman,Norman,Augustus,Black,,,,,G,0,0,77,185,St. Joseph's (PA),,12-11-57,Baltimore,MD,USA,Cardinal Gibbons,Baltimore,MD,USA,0000-00-00,B
blackro01,Rolando,Rolando,Antonio,Blackman,,,,Ro,G,0,0,78,190,Kansas State,,26-02-59,Panama City,,PAN,William E. Grady Vocational,Brooklyn,NY,USA,0000-00-00,B
blanege01,George,George,R.,Blaney,,,,,G,0,0,73,175,Holy Cross,,12-11-39,Jersey City,NJ,USA,St. Peter's Prep,Jersey City,NJ,USA,0000-00-00,W
blankla01,Lance,Lance,,Blanks,,,,,G,0,0,76,190,Texas,Virginia,09-09-66,Del Rio,TX,USA,McCullough,The Woodlands,TX,USA,0000-00-00,B
blantri01,Ricky,Ricky,Wayne,Blanton,,,,,F,0,0,79,215,Louisiana State,,21-04-66,Miami,FL,USA,Killian,Miami,FL,USA,0000-00-00,W
blatcan01,Andray,Andray,,Blatche,,,,,F,0,0,83,235,none,,22-08-86,Syracuse,NY,USA,South Kent Prep / Henninger,South Kent / Syracuse,CT / NY,USA,0000-00-00,B
bledser01,Eric,Eric,,Bledsoe,,,,,G,0,0,73,195,Kentucky,,09-12-89,Birmingham,AL,USA,Parker,Birmingham,AL,USA,0000-00-00,B
blevile01,Leon,Leon,Gravette,Blevins,,,,,G,0,0,74,160,Arizona,Phoenix JC,25-06-26,,,,Union,Phoenix,AZ,USA,0000-00-00,W
blockjo01,John,John,William,Block,,,Jr.,,F-C,0,0,81,207,USC,,16-04-44,Los Angeles,CA,USA,Glendale,Glendale,CA,USA,0000-00-00,W
blounco01,Corie,Corie,Kasoun,Blount,,,,,F,0,0,81,240,Cincinnati,Rancho Santiago CC,04-01-69,Monrovia,CA,USA,Monrovia,Monrovia,CA,USA,0000-00-00,B
blounma01,Mark,Mark,D.,Blount,,,,,C,0,0,84,230,Pittsburgh,,30-11-75,Dobbs Ferry,NY,USA,Oak Hill Academy / Sacred Heart / Dobbs Ferry,Mouth of Wilson / Yonkers / Dobbs Ferry,VA / NY / NY,USA,0000-00-00,B
bobbito01,Tony,Tony,Rachaun,Bobbitt,,,,,G,0,0,76,190,Cincinnati,Southern Idaho,22-10-79,Daytona,FL,USA,Mainland,Daytona Beach,FL,USA,0000-00-00,B
bobbne01,Nelson,Nelson,S.,Bobb,,,,Nitzy,G,0,0,72,170,Temple,,25-02-24,Philadelphia,PA,USA,West Philadelphia,Philadelphia,PA,USA,08-12-03,W
boganke01,Keith,Keith,Ramon,Bogans,,,,,G,0,0,77,215,Kentucky,,12-05-80,Washington,DC,USA,DeMatha Catholic,Hyattsville,MD,USA,0000-00-00,B
bogutan01,Andrew,Andrew,Michael,Bogut,,,,,C,0,0,84,245,Utah,,28-11-84,Melbourne,,AUS,Australian Institute of Sport,Melbourne,,AUS,0000-00-00,W
bohanet01,Etdrick,Etdrick,,Bohannon,,,,Batman,F,0,0,81,220,Auburn-Montgomery,Arizona / Tennessee,29-05-73,San Bernardino,CA,USA,Maine Central Institute / San Bernardino,Pittsfield / San Bernardino,ME / CA,USA,0000-00-00,B
bolma01,Manute,Manute,,Bol,,,,,C,0,0,90,200,Bridgeport,,16-10-62,Gogrial,,SUD,Case Western Reserve English Language,Cleveland,OH,USA,19-06-10,B
bondwa01,Walter,Walter,,Bond,,,,,G,0,0,77,200,Minnesota,,01-02-69,Chicago,IL,USA,Collins,Chicago,IL,USA,0000-00-00,B
boneyde01,Dexter,Dexter,Lyndell,Boney,,,,,G,0,0,76,185,UNLV,Hagerstown JC,27-04-70,Wilmington,DE,USA,Brandywine,Wilmington,DE,USA,0000-00-00,B
bonnean01,Anthony,Anthony,,Bonner,,,,A.B.,F,0,0,80,215,St. Louis,,08-06-68,St. Louis,MO,USA,Vashon,St. Louis,MO,USA,0000-00-00,B
bonsage01,George,George,H.,Bon Salle,,,,,F,0,0,80,220,Illinois,,01-07-35,Chicago,IL,USA,Loyola Academy,Chicago,IL,USA,0000-00-00,W
bookeme01,Melvin,Melvin,Jermaine,Booker,,,,,G,0,0,73,185,Missouri,,20-08-72,Pascagoula,MS,USA,Moss Point,Moss Point,MS,USA,0000-00-00,B
booketr01,Trevor,Trevor,Fitzgerald,Booker,,,,,F,0,0,80,240,Clemson,,25-11-87,Newberry,SC,USA,Union County,Union,SC,USA,0000-00-00,B
boothca01,Calvin,Calvin,Lawrence,Booth,,,,,C,0,0,83,230,Penn State,,07-05-76,Reynoldsburg,OH,USA,Groveport Madison,Reynoldsburg,OH,USA,0000-00-00,B
boothke01,Keith,Keith,Eugene,Booth,,,,,F,0,0,77,226,Maryland,,09-10-74,Baltimore,MD,USA,Dunbar,Baltimore,MD,USA,0000-00-00,B
boozeca01,Carlos,Carlos,Austin,Boozer,,,Jr.,,F-C,0,0,80,258,Duke,,20-11-81,Aschaffenburg,,GER,Juneau-Douglas,Juneau,AK,USA,0000-00-00,B
borchcu01,Curtis,Curtis,Alan,Borchardt,,,,,C,0,0,84,240,Stanford,,13-09-80,Buffalo,NY,USA,Eastlake,Redmond,WA,USA,0000-00-00,W
boumtru01,Ruben,Ruben,Bertrand,Boumtje-Boumtje,,,,,C,0,0,84,245,Georgetown,,20-05-78,Edda,,CMR,Archbishop Carroll,Washington,DC,USA,0000-00-00,B
bowenbr01,Bruce,Bruce,,Bowen,,,Jr.,,F-G,0,0,79,185,Cal. State-Fullerton,,14-06-71,Merced,CA,USA,Edison,Fresno,CA,USA,0000-00-00,B
bowenry01,Ryan,Ryan,Cleo,Bowen,,,,,F,0,0,79,213,Iowa,,20-11-75,Fort Madison,IA,USA,Fort Madison,Fort Madison,IA,USA,0000-00-00,W
bowiean01,Anthony,Anthony,Lee,Bowie,,,,"A.B., Boo",G-F,0,0,78,190,Oklahoma,Seminole JC,09-11-63,Tulsa,OK,USA,East Central,Tulsa,OK,USA,0000-00-00,B
bowlior01,Orbie,Orbie,Lee,Bowling,,,,"Orb, Gomer",C,0,0,82,215,Tennessee,,21-03-39,,KY,USA,Sandy Hook,Sandy Hook,TN,USA,0000-00-00,W
bowmair01,Ira,Ira,,Bowman,,,,,G,0,0,77,195,Pennsylvania,Providence,11-06-73,Newark,NJ,USA,Seton Hall Prep,West Orange,NJ,USA,0000-00-00,B
boydde01,Dennis,Dennis,,Boyd,,,,,G,0,0,73,175,Detroit,,21-05-54,Portsmouth,VA,USA,Roosevelt,New York,NY,USA,0000-00-00,B
boydke01,Ken,Ken,,Boyd,,,,,F,0,0,77,195,Boston University,,25-03-52,Frederick,MD,USA,Frederick,Frederick,MD,USA,0000-00-00,B
boykiea01,Earl,Earl,Antoine,Boykins,,,,,G,0,0,65,133,Eastern Michigan,,02-06-76,Cleveland,OH,USA,Central Catholic,Cleveland,OH,USA,0000-00-00,B
boykoha01,Harry,Harry,J.,Boykoff,,,,"Big Hesh, Heshie, Big Boy",C,0,0,81.5,225,St. John's (NY),,24-07-22,Brooklyn,NY,USA,Thomas Jefferson,Brooklyn,NY,USA,20-02-01,W
boynewi01,Winford,Winford,Gladstone,Boynes,,,III,,G-F,0,0,78,185,San Francisco,,17-05-57,Greenville,SC,USA,Capitol Hill,Oklahoma City,OK,USA,0000-00-00,B
bozemce01,Cedric,Cedric,R.,Bozeman,,,,Ced,G,0,0,78,207,UCLA,,07-03-83,Los Angeles,CA,USA,Mater Dei,Santa Ana,CA,USA,0000-00-00,B
brackcr01,Craig,Craig,Lee,Brackins,,,,,F,0,0,82,230,Iowa State,,09-10-87,Lancaster,CA,USA,Palmdale (DNP) / Boys to Men Acad / Brewster Acad,Palmdale / Chicago / Wolfeboro,CA / IL/ NH,USA,0000-00-00,B
braddga01,Gary,Gary,Lee,Bradds,,,,Tex,F,0,0,80,210,Ohio State,Kentucky?,26-07-42,Jamestown,OH,USA,Greenview,Greenview,OH,USA,15-07-83,W
bradlal01,Alonzo,Alonzo,,Bradley,,,,,F,0,0,78,190,Texas Southern,Utica JC,16-10-53,Utica,MS,USA,Hinds County Agricultural,Utica,MS,USA,0000-00-00,B
bradlal02,Alex,Alex,,Bradley,,,III,,F,0,0,78,215,Villanova,,30-10-59,Bradenton,FL,USA,Long Branch,Long Branch,NJ,USA,0000-00-00,B
bradlav01,Avery,Avery,Antonio,Bradley,,,Jr.,,G,0,0,74,180,Texas,,26-11-90,"Castle AFB, Merced",CA,USA,Bellarmine Prep / Findlay College Prep,Tacoma / Henderson,WA / NV,USA,0000-00-00,B
bradlch01,Charles,Charles,Warnell,Bradley,,,,,G,0,0,77,215,Wyoming,,16-05-59,Havre De Grace,MD,USA,Edgewood,Edgewood,MD,USA,0000-00-00,B
bradldu01,Dudley,Dudley,Leroy,Bradley,,,,,G-F,0,0,78,195,North Carolina,,19-03-57,Baltimore,MD,USA,Edgewood,Edgewood,MD,USA,0000-00-00,B
bradlmi01,Michael,Michael,Thomas,Bradley,,,,,F,0,0,81,225,Villanova,Kentucky,18-04-79,Worcester,MA,USA,Burncoat,Worcester,MA,USA,0000-00-00,W
bradlsh01,Shawn,Shawn,Paul,Bradley,,,,,C,0,0,89,235,Brigham Young,,22-03-72,Landstuhl,,GER,Emery County,Castle Dale,UT,USA,0000-00-00,W
bradtma01,Mark,Mark,Robert,Bradtke,,,,Hoges,C-F,0,0,82,265,none,,27-09-68,Adelaide,,AUS,Redcliffe,Redcliffe,,AUS,0000-00-00,W
braggma01,Marques,Marques,,Bragg,,,,,F,0,0,80,230,Providence,,24-03-70,East Orange,NJ,USA,Clifford J. Scott,East Orange,NJ,USA,0000-00-00,B
braggto01,Torraye,Torraye,,Braggs,,,,,F,0,0,79,237,Xavier (OH),San Jose CC,15-05-76,Fresno,CA,USA,Edison,Fresno,CA,USA,0000-00-00,B
brancad01,Adrian,Adrian,Francis,Branch,,,,,F-G,0,0,79,185,Maryland,,17-11-63,Washington,DC,USA,DeMatha Catholic,Hyattsville,MD,USA,0000-00-00,B
brandel01,Elton,Elton,Tyron,Brand,,,,,F-C,0,0,80,260,Duke,,11-03-79,Cortland,NY,USA,Peekskill,Peekskill,NY,USA,0000-00-00,B
braunca01,Carl,Carl,August,Braun,,,,,G-F,0,0,77,180,Colgate,,25-09-27,Brooklyn,NY,USA,Adelphi Academy,Garden City,NY,USA,10-02-10,W
breweja01,Jamison,Jamison,Rudy Van,Brewer,,,,,G,0,0,76,180,Auburn,,19-11-80,East Point,GA,USA,Tri-Cities / Newport,East Point / Kensington,GA / MD,USA,0000-00-00,B
brewero02,Ronnie,Ronnie ,,Brewer,,,,,G,0,0,79,220,Arkansas,,20-03-85,Portland,OR,USA,Fayetteville,Fayetteville,AR,USA,0000-00-00,B
brezepr01,Primoz,Primoz,,Brezec,,,,,C,0,0,85,243,none,,02-10-79,Postojna,,SLV,,,,,0000-00-00,W
brianfr01,Frank,Frank,Sands,Brian,,,,"Frankie, Flash",G,0,0,73,180,Louisiana State,,01-05-23,Zachary,LA,USA,Zachary,Zachary,LA,USA,0000-00-00,W
briskjo01,John,John,,Brisker,,,,,F-G,0,0,77,210,Toledo,,15-06-47,Detroit,MI,USA,Hamtramck,Hamtramck,MI,USA,0000-00-00,B
bristal01,Allan,Allan,Mercer,Bristow,,,Jr.,Disco,F-G,0,0,79,210,Virginia Tech,,23-08-51,Richmond,VA,USA,Henrico,Richmond,VA,USA,0000-00-00,W
brittda01,David,David,,Britton,,,,Dave,G,0,0,76,180,Texas A&M,Potomac State JC,29-08-58,New York,NY,USA,Kennedy,Bronx,NY,USA,0000-00-00,B
brittty01,Tyrone,Tyrone,,Britt,,,,,G,0,0,76,190,Johnson C. Smith,North Carolina Central,18-04-44,,,,Thomas Edison,Philadelphia,PA,USA,0000-00-00,B
brittwa01,Wayman,Wayman,P.,Britt,,,,,G,0,0,74,185,Michigan,,31-08-52,Wilson Mills,NC,USA,Northern,Flint,MI,USA,0000-00-00,B
brokaga01,Gary,Gary,George,Brokaw,,,,,G,0,0,76,178,Notre Dame,,11-01-54,New Brunswick,NJ,USA,New Brunswick,New Brunswick,NJ,USA,0000-00-00,B
brookke01,Kevin,Kevin,,Brooks,,,,,F,0,0,78,200,Southwestern Louisiana,,12-10-69,Beaufort,SC,USA,White Castle,White Castle,LA,USA,0000-00-00,B
brookma01,MarShon,MarShon,Scitif,Brooks,,,,,G-F,0,0,77,200,Providence,,26-01-89,Long Branch,NJ,USA,Tucker,Tucker,GA,USA,0000-00-00,B
brooksc01,Scott,Scott,William,Brooks,,,,,G,0,0,71,165,California-Irvine,TCU / San Joaquin Delta,31-07-65,French Camp,CA,USA,East Union,Manteca,CA,USA,0000-00-00,W
brownan01,Andre,Andre,D.,Brown,,,,,F,0,0,81,245,DePaul,,12-05-81,Chicago,IL,USA,Leo,Chicago,IL,USA,0000-00-00,B
brownda02,Damone,Damone,Lamar,Brown,,,,,F,0,0,80,200,Syracuse,,28-06-79,Buffalo,NY,USA,Seneca Vocational,Buffalo,NY,USA,0000-00-00,B
brownde02,Devin,Devin,,Brown,,,,,G-F,0,0,77,210,Texas-San Antonio,,30-12-78,Salt Lake City,UT,USA,South Sanwest Campus,San Antonio,TX,USA,0000-00-00,B
browner01,Ernest,Ernest,,Brown,,,,,C,0,0,84,244,Indian Hills CC,Mesa CC,17-05-79,Bronx,NY,USA,St. Raymonds,Bronx,NY,USA,0000-00-00,B
brownfr01,Fred,Fred,,Brown,,,,"Downtown, Freddie",G,0,0,75,182,Iowa,Southeastern CC,07-08-48,Milwaukee,WI,USA,Lincoln,Milwaukee,WI,USA,0000-00-00,B
brownge01,George,George,Raff,Brown,,,,Sweet Georgia Brown,F,0,0,78,190,Wayne State (MI),,30-10-35,New Orleans,LA,USA,Cass Tech,Detroit,MI,USA,0000-00-00,B
brownge02,Gerald,Gerald,,Brown,,,,,G,0,0,76,210,Pepperdine,,28-07-75,Los Angeles,CA,USA,Carl Hayden,Phoenix,AZ,USA,0000-00-00,B
brownha01,Harold,Harold,V.,Brown,,,,"Hal, Brownie",G,0,0,72,155,Evansville,,02-10-23,,,,,,,,0000-00-00,W
brownjo01,John,John,Young,Brown,,,,,F,0,0,79,220,Missouri,,14-12-51,Frankfurt,,GER,Dixon,Dixon,MO,USA,0000-00-00,W
brownkw01,Kwame,Kwame,James,Brown,,,,,C-F,0,0,83,240,none,,10-03-82,Charleston,SC,USA,Glynn Academy,Brunswick,GA,USA,0000-00-00,B
brownle01,Leon,Leon,,Brown,,,,Stretch,F,0,0,75,190,Wyoming,,12-10-19,,,,Cheyenne,Cheyenne,WY,USA,14-10-90,W
brownle02,Lewis,Lewis,,Brown,,,,,C,0,0,82,225,UNLV,,19-02-55,Los Angeles,CA,USA,Verbum Dei,Los Angeles,CA,USA,14-09-11,B
brownma01,Marcus,Marcus,James,Brown,,,,,G,0,0,75,185,Murray State,,03-04-74,West Memphis,AR,USA,West Memphis,West Memphis,AR,USA,0000-00-00,B
brownra01,Raymond,Raymond,,Brown,,,,,F,0,0,80,220,Idaho,Mississippi State,05-07-65,Atlanta,GA,USA,Sylvan,Atlanta,GA,USA,0000-00-00,B
brownra02,Randy,Randy,,Brown,,,,,G,0,0,74,190,New Mexico State,Houston / Howard Co. (DNP),22-05-68,Chicago,IL,USA,Collins,Chicago,IL,USA,0000-00-00,B
brownri01,Rickey,Rickey,Darnell,Brown,,,,,C-F,0,0,82,215,Mississippi State,,20-08-58,Madison County,MS,USA,West Fulton,Atlanta,GA,USA,0000-00-00,B
brownsh01,Shannon,Shannon,,Brown,,,,,G,0,0,76,205,Michigan State,,29-11-85,Maywood,IL,USA,Proviso East,Maywood,IL,USA,0000-00-00,B
brownti01,Tierre,Tierre,,Brown,,,,,G,0,0,74,189,McNeese State,,03-06-79,Iowa,LA,USA,Iowa,Iowa,LA,USA,0000-00-00,B
brundst01,Stanley,Stanley,Dwayne,Brundy,,,,Stan,F,0,0,78,210,DePaul,,13-11-67,New Orleans,LA,USA,Crenshaw,Los Angeles,CA,USA,0000-00-00,B
brunkbr01,Brian,Brian,J.,Brunkhorst,,,,Bronk,F,0,0,77.5,208,Marquette,,12-06-45,Owen,WI,USA,Abbotsford,Abbotsford,WI,USA,0000-00-00,W
brunsge01,George,George,William,Bruns,,,,,G,0,0,72,160,Manhattan,,30-08-46,Brooklyn,NY,USA,St. Augustine,Brooklyn,NY,USA,0000-00-00,W
brunsri01,Rick,Rick,Daniel,Brunson,,,,,G,0,0,76,190,Temple,,14-06-72,Syracuse,NY,USA,Salem,Salem,MA,USA,0000-00-00,B
bryanem01,Emmette,Emmette,,Bryant,,,,Em,G,0,0,73,175,DePaul,,04-11-38,Chicago,IL,USA,Crane Tech,Chicago,IL,USA,0000-00-00,B
bryanko01,Kobe,Kobe,Bean,Bryant,,,,,G,0,0,78,200,none,,23-08-78,Philadelphia,PA,USA,Lower Merion,Ardmore,PA,USA,0000-00-00,B
bryanma01,Mark,Mark,Craig,Bryant,,,,,F-C,0,0,81,245,Seton Hall,,25-04-65,Glen Ridge,CA,USA,Columbia,Maplewood,NJ,USA,0000-00-00,B
bryanwa01,Wallace,Wallace,Gordon,Bryant,,,Jr.,,C,0,0,84,245,San Francisco,,14-07-59,Madrid,,ESP,Emerson,Gary,IN,USA,0000-00-00,B
brynto01,Torgeir,Torgeir,,Bryn,,,,,C,0,0,81,250,SW Texas State,Mira Costa College,08-08-64,Oslo,,NOR,,,,,0000-00-00,W
buccige01,George,George,P.,Bucci,,,Jr.,The King,G,0,0,75,200,Manhattan,,09-07-53,Cornwall,NY,USA,Newburgh Free Academy,Newburgh,NY,USA,0000-00-00,W
buckncl01,Cleveland,Cleveland,,Buckner,,,,,F-C,0,0,81,210,Jackson State,,17-08-38,Yazoo City,MS,USA,,,,,05-10-06,B
budkowa01,Walter,Walter,,Budko,,,Jr.,Walt,F-C,0,0,77,220,Columbia,,30-06-25,Brooklyn,NY,USA,F.K. Lane/ Trinity School,Brooklyn / New York,NY,USA,0000-00-00,W
buforro01,Rodney,Rodney,Alan,Buford,,,,Buf,G-F,0,0,77,189,Creighton,,02-11-77,Milwaukee,WI,USA,Vincent,Milwaukee,WI,USA,0000-00-00,B
burkmro01,Roger,Roger,Allen,Burkman,,,,,G,0,0,76,175,Louisville,,22-05-58,Indianapolis,IN,USA,Franklin Central,Indianapolis,IN,USA,0000-00-00,W
burksal01,Alec,Alec,,Burks,,,,,G,0,0,78,202,Colorado,,20-07-91,Grandview,MO,USA,Grandview,Grandview,MO,USA,0000-00-00,B
burksan01,Antonio,Antonio,Cornell,Burks,,,,,G,0,0,72,195,Memphis ,Hiwassee JC,25-02-80,Memphis,TN,USA,Booker T. Washington,Memphis,TN,USA,0000-00-00,B
burleke01,Kevin,Kevin,,Burleson,,,,K.B.,G,0,0,75,205,Minnesota,,09-04-79,Seattle,WA,USA,O'Dea,Seattle,WA,USA,0000-00-00,B
burnsda01,David,David,Earl,Burns,,,,,G,0,0,74,180,St. Louis,Navarro JC ,03-07-58,Dallas,TX,USA,South Oak Cliff,Dallas,TX,USA,0000-00-00,B
burnsev01,Evers,Evers,Allen,Burns,,,,,F-C,0,0,80,250,Maryland,,24-08-71,Baltimore,MD,USA,Woodlawn,Baltimore,MD,USA,0000-00-00,B
burresc01,Scott,Scott,David,Burrell,,,,,G-F,0,0,79,218,Connecticut,,12-01-71,New Haven,CT,USA,Hamden,Hamden,CT,USA,0000-00-00,B
burtowi01,Willie,Willie,Ricardo,Burton,,,,,F-G,0,0,79,210,Minnesota,,26-05-68,Detroit,MI,USA,St. Martin De Porres,Detroit,MI,USA,0000-00-00,B
butleji01,Jimmy,Jimmy,,Butler,,,,,G-F,0,0,79,220,Marquette,Tyler JC,14-09-89,Houston,TX,USA,Tomball,Tomball,TX,USA,0000-00-00,B
butlemi02,Mitchell,Mitchell,Leon,Butler,,,,,G-F,0,0,77,210,UCLA,,15-12-70,Los Angeles,CA,USA,Oakwood,North Hollywood,CA,USA,0000-00-00,B
butlera01,Rasual,Rasual,,Butler,,,,,F,0,0,79,205,LaSalle,,23-05-79,Philadelphia,PA,USA,Roman Catholic,Philadelphia,PA,USA,0000-00-00,B
byarsde01,Derrick,Derrick,JaVaughn,Byars,,,,,G-F,0,0,79,220,Vanderbilt,Virginia ,25-04-84,Memphis,TN,USA,Ridgeway,Memphis,TN,USA,0000-00-00,B
bytzumi01,Michael,Michael,John,Bytzura,,,,Mike,F,0,0,73,170,LIU,Duquesne,18-06-22,,,,Duquesne,Pittsburgh,PA,USA,24-01-89,W
cabarza01,Zarko,Zarko,,Cabarkapa,,,,,F-C,0,0,83,235,none,,21-05-81,Zrenjanin,,YUG,,,,,0000-00-00,W
caffeja01,Jason,Jason,Andre,Caffey,,,,,F,0,0,80,255,Alabama,,12-06-73,Mobile,AL,USA,Davidson,Mobile,AL,USA,0000-00-00,B
cagemi01,Michael,Michael,Jerome,Cage,,,,John Shaft,F-C,0,0,81,224,San Diego State,,28-01-62,West Memphis,AR,USA,West Memphis,West Memphis,AR,USA,0000-00-00,B
caldwad01,Adrian,Adrian,Bernard,Caldwell,,,,A.C.,F-C,0,0,80,255,Lamar,Navarro JC / Southern Methodist,04-07-66,Falls County,TX,USA,West Oso,Corpus Christi,TX,USA,0000-00-00,B
caldwjo01,Joe,Joe,Louis,Caldwell,,,,Pogo,F-G,0,0,77,195,Arizona State,,01-11-41,Texas City,TX,USA,John C. Fremont,Los Angeles,CA,USA,0000-00-00,B
calipde01,Demetrius,Demetrius,,Calip,,,,,G,0,0,73,165,Michigan,,18-11-69,Flint,MI,USA,Northern,Flint,MI,USA,0000-00-00,B
calvima01,Mack,Mack,,Calvin,,,,,G,0,0,72,165,USC,Long Beach City,27-07-47,Fort Worth,TX,USA,Long Beach Polytech,Long Beach,CA,USA,0000-00-00,B
cambrde01,Dexter,Dexter,Ryan,Cambridge,,,,,F,0,0,79,224,Texas,Lon Morris J.C. (TX),29-01-70,Eleuthra,,BAH,A.F. Adderly,Nassau,,BAH,0000-00-00,B
cambyma01,Marcus,Marcus,D.,Camby,,,,,C-F,0,0,83,220,Massachusetts,,22-03-74,Hartford,CT,USA,Hartford Public / Conard,Hartford / West Hartford,CT,USA,0000-00-00,B
campbel01,Elden,Elden,Jerome,Campbell,,,,"Big E, Easy",F-C,0,0,83,215,Clemson,,23-07-68,Los Angeles,CA,USA,Morningside,Inglewood,CA,USA,0000-00-00,B
caracde01,Derrick,Derrick,,Caracter,,,,,F,0,0,81,275,UTEP,,04-05-88,Fanwood,NJ,USA,St. Patrick's /Scotch Plains-Fanwood/ Notre Dame Prep,Elizabeth / Scotch Plains / Fitchburg,NJ / NJ / MA,USA,0000-00-00,B
cardfr01,Frank,Frank,Howard,Card,,,,,F,0,0,79,195,South Carolina State,,28-12-44,Philadelphia,PA,USA,West,Philadelphia,PA,USA,0000-00-00,B
cardibr01,Brian,Brian,Lee,Cardinal,,,,,F,0,0,80,245,Purdue,,02-05-77,Tolono,IL,USA,Unity,Tolono,IL,USA,0000-00-00,W
carlige01,Geno,Geno,Marcellus,Carlisle,,,,,G,0,0,75,191,California,,13-08-76,Grand Rapids,MI,USA,Ottawa Hills,Grand Rapids,MI,USA,0000-00-00,B
carlodo01,Don,Don,A.,Carlos,,,,,G-F,0,0,76.5,210,Otterbein,,03-03-44,Columbus,OH,USA,Eastmoor / Whitehall,Columbus,OH,USA,0000-00-00,W
carnero01,Rodney,Rodney,Dion,Carney,,,,,F,0,0,79,205,Memphis,,15-04-84,Memphis,TN,USA,Northwest ,Indianapolis,IN,USA,0000-00-00,B
carran01,Antoine,Antoine,Labotte,Carr,,,,"A.C., The Big Dog",F-C,0,0,81,225,Wichita State,,23-07-61,Oklahoma City,OK,USA,Wichita Heights,Wichita,KS,USA,0000-00-00,B
carrau01,Austin,Austin,George,Carr,,,,,G,0,0,76,200,Notre Dame,,10-03-48,Washington,DC,USA,Mackin,Washington,DC,USA,0000-00-00,B
carrch01,Chris,Chris,Dean,Carr,,,,,G,0,0,77,207,Southern Illinois,,12-03-74,Ironton,MI,USA,Arcadia Valley,Pilot Knob,MO,USA,0000-00-00,B
carrco01,Cory,Cory,Jermaine,Carr,,,,,G,0,0,75,210,Texas Tech,,05-12-75,Fordyce,AR,USA,Kingsland,Kingsland,AR,USA,0000-00-00,B
carruji01,Jimmy,Jimmy,Dawn,Carruth,,,II,,C-F,0,0,82,265,Virginia Tech,,04-11-69,El Paso,TX,USA,Stephen F. Austin,Port Arthur,TX,USA,0000-00-00,B
cartean01,Anthony,Anthony,Bernard,Carter,,,,,G,0,0,73,190,Hawaii,Saddleback CC,16-06-75,Atlanta,GA,USA,Alonzo A. Crim,Atlanta,GA,USA,0000-00-00,B
cartege01,George,George,,Carter,,,,Dirty Dingus,F-G,0,0,76,210,St. Bonaventure,,10-01-44,Buffalo,NY,USA,Silver Creek,Silver Creek,NY,USA,0000-00-00,B
carteho01,Howard,Howard,O'Neal,Carter,,,,,G,0,0,77,215,Louisiana State,,26-10-61,Baton Rouge,LA,USA,Redemptorist,Baton Rouge,LA,USA,0000-00-00,B
cartema01,Maurice,Maurice,,Carter,,,,,G,0,0,77,210,Louisiana State,,12-10-76,Jackson,MS,USA,Forrest Hill,Jackson,MS,USA,0000-00-00,B
cartyja01,Jay,Jay,J.,Carty,,,Jr.,,F,0,0,79.5,220,Oregon State,,04-07-41,West Plains,MO,USA,Burroughs,China Lake,CA,USA,0000-00-00,W
cashco01,Cornelius,Cornelius,,Cash,,,Jr.,,F,0,0,80,215,Bowling Green,,03-03-52,Macon,MS,USA,Dunbar,Dayton,OH,USA,0000-00-00,B
cashsa01,Sam,Sam,,Cash,,,,,F,0,0,80,230,California-Riverside,San Bernadino Valley,13-11-50,,,,Pacific,San Bernadino,CA,USA,0000-00-00,B
catchha01,Harvey,Harvey,Lee,Catchings,,,,,C-F,0,0,81,218,Hardin-Simmons,Weatherford,02-09-51,Jackson,MS,USA,Jim Hill,Jackson,MS,USA,0000-00-00,B
catlete01,Terry,Terry,DeWayne,Catledge,,,,Cat Man,F,0,0,80,220,South Alabama,Itawamba JC,22-08-63,Houston,MS,USA,Houston,Houston,MS,USA,0000-00-00,B
catoke01,Kelvin,Kelvin,T.,Cato,,,,,C,0,0,83,255,Iowa State,South Alabama,26-08-74,Atlanta,GA,USA,Lithonia,Decatur,GA,USA,0000-00-00,B
